Date,S&P Comp. P,Dividend D,Earnings E,Price Index CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Total Return Price,Real Earnings,TR Scaled Earnings,Ratio P/E10 or CAPE,Ratio TR P/E10 or TR CAPE,Excess CAPE Yield,Total Bond Returns,Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds Real Return,Real 10 Year Excess Annualized Returns
1951.08,22.89,1.53,2.58,25.90,1951.62,2.63,294.11,19.70,"  21,696.54 ",33.15,"  2,445.48 ",12.26,15.70,11.21%,1.00,10.63,14.68%,0.63%,14.05%
1951.09,23.48,1.52,2.51,26.10,1951.71,2.64,299.38,19.38,"  22,204.38 ",32.00,"  2,373.64 ",12.44,15.94,11.02%,1.00,10.56,14.31%,0.74%,13.57%
1951.1,23.36,1.48,2.49,26.20,1951.79,2.65,296.71,18.84,"  22,123.03 ",31.58,"  2,354.99 ",12.31,15.76,11.00%,1.00,10.53,14.51%,0.85%,13.66%
1951.11,22.71,1.45,2.46,26.40,1951.87,2.66,286.27,18.24,"  21,457.82 ",31.05,"  2,327.51 ",11.85,15.17,11.31%,1.00,10.47,15.40%,0.92%,14.47%
1951.12,23.41,1.41,2.44,26.50,1951.96,2.67,293.98,17.71,"  22,146.36 ",30.64,"  2,308.29 ",12.15,15.54,11.07%,1.00,10.44,15.16%,0.88%,14.28%
1952.01,24.19,1.41,2.43,26.50,1952.04,2.68,303.78,17.75,"  22,995.67 ",30.47,"  2,306.86 ",12.53,16.02,10.68%,1.00,10.46,14.33%,0.89%,13.44%
1952.02,23.75,1.42,2.41,26.30,1952.12,2.69,300.52,17.93,"  22,862.17 ",30.54,"  2,323.11 ",12.36,15.81,10.62%,1.00,10.55,14.57%,0.83%,13.74%
1952.03,23.81,1.42,2.40,26.30,1952.21,2.71,301.28,17.97,"  23,033.84 ",30.37,"  2,321.76 ",12.36,15.81,10.48%,1.00,10.56,14.52%,0.94%,13.58%
1952.04,23.74,1.43,2.38,26.40,1952.29,2.72,299.25,18.03,"  22,993.97 ",30.00,"  2,305.21 ",12.24,15.66,10.52%,1.00,10.53,14.16%,1.04%,13.12%
1952.05,23.73,1.44,2.36,26.40,1952.37,2.73,299.13,18.15,"  23,100.51 ",29.75,"  2,297.40 ",12.20,15.61,10.41%,1.00,10.55,13.26%,1.04%,12.22%
1952.06,24.38,1.45,2.34,26.50,1952.46,2.74,306.16,18.21,"  23,760.90 ",29.39,"  2,280.58 ",12.45,15.93,10.27%,1.00,10.52,11.59%,1.07%,10.52%
1952.07,25.08,1.45,2.35,26.70,1952.54,2.76,312.59,18.07,"  24,376.91 ",29.25,"  2,280.88 ",12.67,16.21,10.13%,1.00,10.45,11.56%,1.05%,10.52%
1952.08,25.18,1.45,2.35,26.70,1952.62,2.77,313.84,18.07,"  24,591.55 ",29.33,"  2,298.33 ",12.68,16.23,10.05%,1.00,10.47,11.80%,1.09%,10.70%
1952.09,24.78,1.45,2.36,26.70,1952.71,2.78,308.85,18.07,"  24,318.91 ",29.41,"  2,316.09 ",12.43,15.92,10.19%,1.00,10.48,11.82%,1.08%,10.74%
1952.1,24.26,1.44,2.37,26.70,1952.79,2.79,302.37,17.91,"  23,926.08 ",29.58,"  2,340.66 ",12.13,15.54,10.26%,1.00,10.49,11.68%,1.14%,10.53%
1952.11,25.03,1.42,2.39,26.70,1952.87,2.81,311.97,17.74,"  24,802.46 ",29.75,"  2,364.97 ",12.47,15.99,9.95%,1.00,10.50,12.05%,1.17%,10.88%
1952.12,26.04,1.41,2.40,26.70,1952.96,2.82,324.56,17.57,"  25,919.71 ",29.91,"  2,388.91 ",12.93,16.58,9.59%,1.00,10.52,12.07%,1.24%,10.82%
1953.01,26.18,1.41,2.41,26.60,1953.04,2.83,327.53,17.64,"  26,274.42 ",30.15,"  2,418.69 ",13.01,16.67,9.50%,1.00,10.57,12.37%,1.25%,11.12%
1953.02,25.86,1.41,2.42,26.50,1953.12,2.80,324.75,17.71,"  26,169.58 ",30.39,"  2,448.97 ",12.86,16.48,9.58%,1.00,10.66,12.59%,1.12%,11.47%
1953.03,25.99,1.41,2.43,26.60,1953.21,2.77,325.15,17.64,"  26,320.72 ",30.40,"  2,460.92 ",12.83,16.45,9.48%,1.00,10.67,12.48%,1.10%,11.38%
1953.04,24.71,1.41,2.46,26.60,1953.29,2.83,309.14,17.68,"  25,143.70 ",30.73,"  2,499.79 ",12.16,15.59,9.73%,0.98,10.65,13.54%,1.13%,12.42%
1953.05,24.84,1.42,2.48,26.70,1953.37,3.05,309.60,17.66,"  25,301.00 ",30.95,"  2,529.42 ",12.14,15.56,9.50%,1.00,10.43,13.73%,1.40%,12.33%
1953.06,23.95,1.42,2.51,26.80,1953.46,3.11,297.39,17.63,"  24,423.54 ",31.17,"  2,559.63 ",11.62,14.90,9.85%,1.02,10.37,14.12%,1.41%,12.71%
1953.07,24.29,1.42,2.52,26.80,1953.54,2.93,301.62,17.63,"  24,890.93 ",31.33,"  2,585.76 ",11.75,15.07,9.99%,1.00,10.55,13.73%,1.21%,12.52%
1953.08,24.39,1.42,2.54,26.90,1953.62,2.95,301.73,17.57,"  25,021.30 ",31.38,"  2,602.33 ",11.72,15.03,10.10%,1.01,10.52,14.01%,1.29%,12.72%
1953.09,23.27,1.42,2.55,26.90,1953.71,2.87,287.88,17.57,"  23,993.71 ",31.55,"  2,629.31 ",11.14,14.29,10.56%,1.02,10.62,14.81%,1.16%,13.65%
1953.1,23.97,1.43,2.54,27.00,1953.79,2.66,295.44,17.63,"  24,746.36 ",31.27,"  2,618.83 ",11.39,14.62,10.61%,1.00,10.80,14.48%,0.97%,13.51%
1953.11,24.50,1.44,2.52,26.90,1953.87,2.68,303.09,17.81,"  25,511.90 ",31.22,"  2,627.55 ",11.64,14.95,10.36%,1.01,10.84,14.10%,0.95%,13.14%
1953.12,24.83,1.45,2.51,26.90,1953.96,2.59,307.18,17.94,"  25,981.35 ",31.05,"  2,626.39 ",11.75,15.10,10.37%,1.01,10.95,14.12%,0.85%,13.27%
1954.01,25.46,1.46,2.52,26.90,1954.04,2.48,314.97,18.02,"  26,767.58 ",31.22,"  2,652.92 ",12.00,15.43,10.30%,1.00,11.08,14.15%,0.73%,13.43%
1954.02,26.02,1.46,2.54,26.90,1954.12,2.47,321.90,18.10,"  27,484.55 ",31.38,"  2,679.45 ",12.22,15.71,10.17%,1.01,11.12,14.02%,0.75%,13.27%
1954.03,26.57,1.47,2.55,26.90,1954.21,2.37,328.70,18.19,"  28,194.90 ",31.55,"  2,705.95 ",12.42,15.97,10.13%,1.01,11.24,13.96%,0.62%,13.34%
1954.04,27.63,1.46,2.57,26.80,1954.29,2.29,343.09,18.17,"  29,559.02 ",31.95,"  2,752.99 ",12.91,16.60,9.81%,0.99,11.38,13.62%,0.52%,13.10%
1954.05,28.73,1.46,2.60,26.90,1954.37,2.37,355.42,18.02,"  30,750.93 ",32.12,"  2,779.33 ",13.31,17.12,9.54%,1.00,11.28,13.31%,0.67%,12.64%
1954.06,28.96,1.45,2.62,26.90,1954.46,2.38,358.27,17.94,"  31,126.45 ",32.41,"  2,816.00 ",13.36,17.18,9.44%,1.01,11.29,13.09%,0.68%,12.41%
1954.07,30.13,1.46,2.62,26.90,1954.54,2.30,372.74,18.02,"  32,514.44 ",32.45,"  2,830.94 ",13.83,17.78,9.20%,1.00,11.39,13.00%,0.58%,12.42%
1954.08,30.73,1.46,2.63,26.90,1954.62,2.36,380.17,18.10,"  33,293.52 ",32.49,"  2,845.79 ",14.04,18.05,9.04%,1.00,11.36,12.63%,0.68%,11.95%
1954.09,31.45,1.47,2.63,26.80,1954.71,2.38,390.52,18.25,"  34,333.94 ",32.66,"  2,871.17 ",14.36,18.45,8.82%,1.00,11.40,12.47%,0.64%,11.83%
1954.1,32.18,1.49,2.68,26.80,1954.79,2.43,399.59,18.54,"  35,266.73 ",33.24,"  2,933.42 ",14.62,18.78,8.65%,1.00,11.37,12.39%,0.70%,11.68%
1954.11,33.44,1.52,2.72,26.80,1954.87,2.48,415.23,18.83,"  36,786.11 ",33.82,"  2,995.83 ",15.12,19.41,8.37%,1.00,11.35,11.98%,0.76%,11.22%
1954.12,34.97,1.54,2.77,26.70,1954.96,2.51,435.86,19.19,"  38,754.99 ",34.52,"  3,069.81 ",15.79,20.26,7.96%,0.99,11.38,11.23%,0.74%,10.49%
1955.01,35.60,1.55,2.83,26.70,1955.04,2.61,443.71,19.28,"  39,596.01 ",35.31,"  3,151.36 ",15.99,20.50,7.78%,1.00,11.31,11.30%,0.83%,10.47%
1955.02,36.79,1.55,2.90,26.70,1955.12,2.65,458.54,19.36,"  41,063.56 ",36.10,"  3,233.15 ",16.44,21.06,7.57%,1.00,11.29,11.01%,0.87%,10.14%
1955.03,36.50,1.56,2.96,26.70,1955.21,2.68,454.93,19.44,"  40,884.98 ",36.89,"  3,315.60 ",16.22,20.76,7.62%,1.00,11.29,11.06%,0.87%,10.18%
1955.04,37.76,1.56,3.05,26.70,1955.29,2.75,470.63,19.49,"  42,442.28 ",37.97,"  3,424.46 ",16.69,21.33,7.38%,1.00,11.24,10.78%,0.92%,9.86%
1955.05,37.60,1.57,3.13,26.70,1955.37,2.76,468.64,19.53,"  42,409.18 ",39.05,"  3,534.09 ",16.52,21.10,7.37%,1.00,11.26,10.98%,0.94%,10.04%
1955.06,39.78,1.57,3.22,26.70,1955.46,2.78,495.81,19.57,"  45,015.58 ",40.13,"  3,643.79 ",17.37,22.16,6.94%,0.99,11.27,9.74%,0.90%,8.84%
1955.07,42.69,1.59,3.29,26.80,1955.54,2.90,530.10,19.70,"  48,277.38 ",40.89,"  3,724.37 ",18.45,23.50,6.52%,1.00,11.13,8.99%,1.06%,7.92%
1955.08,42.43,1.60,3.37,26.80,1955.62,2.97,526.87,19.91,"  48,134.45 ",41.80,"  3,819.30 ",18.22,23.17,6.52%,1.00,11.09,9.25%,1.10%,8.15%
1955.09,44.34,1.62,3.44,26.90,1955.71,2.97,548.54,20.04,"  50,266.83 ",42.56,"  3,899.82 ",18.84,23.93,6.38%,1.01,11.08,9.16%,1.11%,8.05%
1955.1,42.11,1.63,3.50,26.90,1955.79,2.88,520.95,20.12,"  47,892.42 ",43.30,"  3,980.61 ",17.77,22.53,6.79%,1.00,11.19,9.93%,0.96%,8.96%
1955.11,44.95,1.63,3.56,26.90,1955.87,2.89,556.08,20.21,"  51,277.21 ",44.04,"  4,061.11 ",18.84,23.84,6.46%,1.00,11.21,9.30%,0.90%,8.39%
1955.12,45.37,1.64,3.62,26.80,1955.96,2.96,563.37,20.36,"  52,105.93 ",44.95,"  4,157.45 ",18.94,23.94,6.26%,1.01,11.21,9.07%,0.77%,8.29%
1956.01,44.15,1.67,3.64,26.80,1956.04,2.90,548.22,20.74,"  50,864.63 ",45.24,"  4,197.43 ",18.29,23.08,6.51%,1.01,11.30,9.54%,0.74%,8.80%
1956.02,44.43,1.70,3.67,26.80,1956.12,2.84,551.70,21.11,"  51,350.43 ",45.53,"  4,237.79 ",18.27,23.02,6.64%,0.99,11.38,9.32%,0.47%,8.86%
1956.03,47.49,1.73,3.69,26.80,1956.21,2.96,589.70,21.48,"  55,053.68 ",45.82,"  4,277.70 ",19.37,24.37,6.09%,0.98,11.29,8.10%,0.52%,7.58%
1956.04,48.05,1.75,3.66,26.90,1956.29,3.18,594.43,21.69,"  55,664.54 ",45.28,"  4,240.00 ",19.37,24.34,5.85%,1.01,11.07,8.27%,0.80%,7.47%
1956.05,46.54,1.78,3.63,27.00,1956.37,3.07,573.62,21.90,"  53,886.45 ",44.74,"  4,203.00 ",18.54,23.27,6.18%,1.01,11.16,8.07%,0.73%,7.34%
1956.06,46.27,1.80,3.60,27.20,1956.46,3.00,566.10,22.02,"  53,352.31 ",44.04,"  4,151.03 ",18.16,22.77,6.33%,0.99,11.17,8.08%,0.71%,7.38%
1956.07,48.78,1.81,3.55,27.40,1956.54,3.11,592.45,22.02,"  56,008.91 ",43.16,"  4,079.91 ",18.86,23.62,5.50%,0.98,11.02,7.53%,0.69%,6.83%
1956.08,48.49,1.83,3.51,27.30,1956.62,3.33,591.09,22.27,"  56,055.29 ",42.75,"  4,053.77 ",18.67,23.37,5.08%,1.00,10.88,6.81%,0.64%,6.17%
1956.09,46.84,1.84,3.46,27.40,1956.71,3.38,568.89,22.35,"  54,126.85 ",42.02,"  3,998.27 ",17.84,22.31,5.22%,1.01,10.82,6.84%,0.77%,6.07%
1956.1,46.24,1.81,3.44,27.50,1956.79,3.34,559.56,21.86,"  53,412.55 ",41.67,"  3,977.44 ",17.42,21.78,5.23%,0.99,10.85,6.86%,0.86%,6.00%
1956.11,45.76,1.77,3.43,27.50,1956.87,3.49,553.75,21.46,"  53,028.80 ",41.47,"  3,970.98 ",17.12,21.39,4.94%,0.99,10.75,7.49%,0.88%,6.61%
1956.12,46.44,1.74,3.41,27.60,1956.96,3.59,559.95,20.98,"  53,789.25 ",41.12,"  3,949.64 ",17.20,21.47,4.75%,1.01,10.65,7.41%,1.27%,6.15%
1957.01,45.43,1.74,3.41,27.60,1957.04,3.46,547.77,20.94,"  52,787.04 ",41.08,"  3,958.35 ",16.72,20.86,5.05%,1.01,10.80,8.05%,1.37%,6.68%
1957.02,43.47,1.73,3.40,27.70,1957.12,3.34,522.24,20.82,"  50,494.52 ",40.89,"  3,953.29 ",15.84,19.76,5.54%,1.00,10.90,8.93%,1.28%,7.65%
1957.03,44.03,1.73,3.40,27.80,1957.21,3.41,527.07,20.71,"  51,127.90 ",40.70,"  3,948.10 ",15.90,19.82,5.29%,1.00,10.82,9.04%,1.43%,7.62%
1957.04,45.05,1.73,3.41,27.90,1957.29,3.48,537.34,20.63,"  52,291.63 ",40.63,"  3,954.28 ",16.12,20.09,5.17%,0.99,10.75,8.98%,1.46%,7.52%
1957.05,46.78,1.73,3.41,28.00,1957.37,3.60,555.99,20.56,"  54,272.54 ",40.57,"  3,960.03 ",16.60,20.66,4.91%,0.99,10.64,8.76%,1.37%,7.40%
1957.06,47.55,1.73,3.42,28.10,1957.46,3.80,563.13,20.49,"  55,136.21 ",40.50,"  3,965.63 ",16.73,20.81,4.65%,0.99,10.46,8.45%,1.42%,7.03%
1957.07,48.51,1.74,3.44,28.30,1957.54,3.93,570.44,20.46,"  56,018.79 ",40.41,"  3,968.63 ",16.87,20.96,4.46%,1.00,10.31,8.46%,1.47%,6.99%
1957.08,45.84,1.75,3.45,28.30,1957.62,3.93,539.04,20.58,"  53,103.92 ",40.61,"  4,000.55 ",15.87,19.70,4.69%,1.00,10.34,9.21%,1.35%,7.86%
1957.09,43.98,1.76,3.47,28.30,1957.71,3.92,517.17,20.70,"  51,119.08 ",40.80,"  4,033.27 ",15.16,18.81,4.77%,1.00,10.38,9.77%,1.31%,8.46%
1957.1,41.24,1.77,3.44,28.30,1957.79,3.97,484.95,20.81,"  48,105.75 ",40.41,"  4,008.82 ",14.15,17.55,5.19%,1.02,10.37,10.42%,1.19%,9.23%
1957.11,40.35,1.78,3.40,28.40,1957.87,3.72,472.81,20.86,"  47,074.27 ",39.88,"  3,970.49 ",13.74,17.04,5.65%,1.05,10.59,10.30%,0.80%,9.51%
1957.12,40.33,1.79,3.37,28.40,1957.96,3.21,472.58,20.97,"  47,224.96 ",39.49,"  3,946.15 ",13.67,16.95,6.06%,1.01,11.08,10.58%,0.40%,10.18%
1958.01,41.12,1.78,3.29,28.60,1958.04,3.09,478.46,20.75,"  47,986.11 ",38.32,"  3,843.24 ",13.79,17.09,6.06%,1.01,11.14,10.33%,0.46%,9.87%
1958.02,41.26,1.78,3.22,28.60,1958.12,3.05,480.09,20.67,"  48,322.27 ",37.43,"  3,767.25 ",13.78,17.09,6.19%,1.01,11.21,9.74%,0.39%,9.35%
1958.03,42.11,1.77,3.14,28.80,1958.21,2.98,486.58,20.45,"  49,146.82 ",36.28,"  3,664.71 ",13.93,17.26,6.30%,1.01,11.22,9.35%,0.26%,9.10%
1958.04,42.34,1.76,3.07,28.90,1958.29,2.88,487.55,20.23,"  49,414.53 ",35.35,"  3,582.96 ",13.91,17.24,6.27%,1.00,11.31,10.07%,0.28%,9.80%
1958.05,43.70,1.74,3.00,28.90,1958.37,2.92,503.21,20.07,"  51,171.32 ",34.55,"  3,512.91 ",14.32,17.74,5.98%,1.00,11.30,9.94%,0.13%,9.80%
1958.06,44.75,1.73,2.93,28.90,1958.46,2.97,515.30,19.92,"  52,569.65 ",33.74,"  3,441.99 ",14.64,18.12,5.70%,0.98,11.28,9.89%,0.25%,9.64%
1958.07,45.98,1.73,2.91,29.00,1958.54,3.20,527.63,19.85,"  53,997.10 ",33.43,"  3,421.30 ",14.96,18.51,5.23%,0.97,11.05,9.54%,0.62%,8.93%
1958.08,47.70,1.73,2.90,28.90,1958.62,3.54,549.27,19.92,"  56,380.72 ",33.36,"  3,423.82 ",15.54,19.23,4.56%,0.98,10.80,8.83%,0.92%,7.90%
1958.09,48.96,1.73,2.88,28.90,1958.71,3.76,563.78,19.92,"  58,040.43 ",33.16,"  3,414.14 ",15.93,19.70,4.18%,1.00,10.64,8.85%,1.06%,7.79%
1958.1,50.95,1.74,2.88,28.90,1958.79,3.80,586.69,20.00,"  60,571.07 ",33.20,"  3,427.80 ",16.56,20.46,3.95%,1.01,10.63,8.62%,0.96%,7.66%
1958.11,52.50,1.74,2.89,29.00,1958.87,3.74,602.45,20.01,"  62,370.65 ",33.13,"  3,429.40 ",16.99,20.97,3.97%,0.99,10.68,8.46%,0.84%,7.62%
1958.12,53.49,1.75,2.89,28.90,1958.96,3.86,615.94,20.15,"  63,940.52 ",33.28,"  3,454.63 ",17.36,21.40,3.73%,0.99,10.65,8.30%,0.64%,7.66%
1959.01,55.62,1.76,2.96,29.00,1959.04,4.02,638.26,20.16,"  66,431.79 ",34.01,"  3,539.36 ",17.98,22.14,3.45%,1.01,10.51,7.42%,0.79%,6.63%
1959.02,54.77,1.76,3.04,28.90,1959.12,3.96,630.68,20.30,"  65,819.03 ",34.97,"  3,649.27 ",17.76,21.84,3.63%,1.00,10.63,7.44%,0.56%,6.88%
1959.03,56.16,1.77,3.11,28.90,1959.21,3.99,646.68,20.38,"  67,666.70 ",35.81,"  3,747.21 ",18.20,22.36,3.46%,0.99,10.64,6.84%,0.44%,6.41%
1959.04,57.10,1.78,3.21,29.00,1959.29,4.12,655.24,20.39,"  68,739.84 ",36.80,"  3,860.35 ",18.43,22.61,3.26%,0.99,10.53,6.86%,0.64%,6.22%
1959.05,57.96,1.78,3.30,29.00,1959.37,4.31,665.11,20.46,"  69,954.05 ",37.91,"  3,986.91 ",18.69,22.89,3.04%,1.00,10.40,7.01%,0.67%,6.34%
1959.06,57.46,1.79,3.40,29.10,1959.46,4.34,657.11,20.47,"  69,291.68 ",38.88,"  4,100.10 ",18.45,22.56,3.07%,1.00,10.38,6.51%,0.51%,6.00%
1959.07,59.74,1.80,3.41,29.20,1959.54,4.40,680.84,20.48,"  71,974.38 ",38.86,"  4,108.35 ",19.09,23.31,2.95%,1.00,10.33,5.59%,0.45%,5.15%
1959.08,59.40,1.80,3.42,29.20,1959.62,4.43,676.96,20.55,"  71,745.80 ",38.98,"  4,130.82 ",18.96,23.11,2.91%,0.98,10.34,5.54%,0.46%,5.08%
1959.09,57.05,1.81,3.43,29.30,1959.71,4.68,647.96,20.56,"  68,853.75 ",38.96,"  4,139.67 ",18.12,22.07,2.90%,1.02,10.14,6.01%,0.34%,5.67%
1959.1,57.00,1.82,3.42,29.40,1959.79,4.53,645.19,20.56,"  68,741.51 ",38.67,"  4,120.47 ",18.02,21.91,3.20%,1.00,10.27,6.11%,0.27%,5.84%
1959.11,57.23,1.82,3.40,29.40,1959.87,4.53,647.80,20.64,"  69,202.13 ",38.52,"  4,115.28 ",18.07,21.95,3.14%,0.99,10.31,6.09%,0.21%,5.88%
1959.12,59.06,1.83,3.39,29.40,1959.96,4.69,668.51,20.71,"  71,599.36 ",38.37,"  4,109.75 ",18.62,22.59,2.90%,1.00,10.21,5.13%,-0.06%,5.18%
1960.01,58.03,1.87,3.39,29.30,1960.04,4.72,659.09,21.20,"  70,780.00 ",38.50,"  4,134.83 ",18.34,22.22,2.96%,1.02,10.26,5.16%,-0.16%,5.32%
1960.02,55.78,1.90,3.39,29.40,1960.12,4.49,631.38,21.54,"  67,997.03 ",38.37,"  4,132.48 ",17.55,21.23,3.47%,1.02,10.46,5.19%,0.04%,5.15%
1960.03,55.02,1.94,3.39,29.40,1960.21,4.25,622.78,21.96,"  67,267.65 ",38.37,"  4,144.63 ",17.29,20.90,3.76%,1.00,10.70,5.45%,-0.06%,5.52%
1960.04,55.73,1.94,3.35,29.50,1960.29,4.28,628.68,21.92,"  68,102.05 ",37.75,"  4,089.63 ",17.43,21.06,3.71%,1.00,10.68,4.95%,-0.28%,5.23%
1960.05,55.22,1.95,3.30,29.50,1960.37,4.35,622.93,21.96,"  67,677.07 ",37.26,"  4,048.53 ",17.26,20.83,3.66%,1.02,10.65,3.75%,-0.59%,4.33%
1960.06,57.26,1.95,3.26,29.60,1960.46,4.15,643.76,21.92,"  70,138.67 ",36.65,"  3,993.23 ",17.82,21.49,3.67%,1.02,10.83,3.30%,-0.69%,3.98%
1960.07,55.84,1.95,3.26,29.60,1960.54,3.90,627.79,21.92,"  68,598.34 ",36.69,"  4,008.94 ",17.38,20.94,3.93%,1.01,11.09,3.53%,-0.65%,4.18%
1960.08,56.51,1.95,3.27,29.60,1960.62,3.80,635.33,21.92,"  69,621.05 ",36.73,"  4,024.58 ",17.58,21.17,3.88%,1.00,11.22,3.71%,-0.75%,4.46%
1960.09,54.81,1.95,3.27,29.60,1960.71,3.80,616.21,21.92,"  67,726.83 ",36.76,"  4,040.63 ",17.05,20.51,4.02%,1.00,11.25,4.58%,-0.67%,5.25%
1960.1,53.73,1.95,3.27,29.80,1960.79,3.89,600.02,21.78,"  66,146.18 ",36.52,"  4,025.65 ",16.61,19.96,4.07%,1.00,11.13,5.03%,-0.51%,5.54%
1960.11,55.47,1.95,3.27,29.80,1960.87,3.93,619.45,21.78,"  68,488.31 ",36.52,"  4,037.44 ",17.15,20.59,3.80%,1.01,11.13,4.63%,-0.16%,4.79%
1960.12,56.80,1.95,3.27,29.80,1960.96,3.84,634.30,21.78,"  70,331.09 ",36.52,"  4,048.99 ",17.56,21.07,3.63%,1.00,11.25,5.03%,0.06%,4.96%
1961.01,59.72,1.95,3.21,29.80,1961.04,3.84,666.91,21.74,"  74,147.57 ",35.85,"  3,985.49 ",18.47,22.14,3.18%,1.01,11.28,4.89%,0.19%,4.70%
1961.02,62.17,1.94,3.15,29.80,1961.12,3.78,694.27,21.70,"  77,390.53 ",35.18,"  3,921.19 ",19.23,23.03,2.91%,1.01,11.37,4.85%,0.24%,4.61%
1961.03,64.12,1.94,3.09,29.80,1961.21,3.74,716.04,21.66,"  80,019.17 ",34.51,"  3,856.20 ",19.84,23.73,2.75%,1.00,11.45,4.76%,0.50%,4.26%
1961.04,65.83,1.94,3.07,29.80,1961.29,3.78,735.14,21.66,"  82,354.94 ",34.28,"  3,840.64 ",20.38,24.35,2.58%,1.01,11.45,4.81%,0.43%,4.39%
1961.05,66.50,1.94,3.05,29.80,1961.37,3.71,742.62,21.66,"  83,395.37 ",34.06,"  3,824.90 ",20.60,24.58,2.56%,0.99,11.55,4.51%,-0.08%,4.59%
1961.06,65.62,1.94,3.03,29.80,1961.46,3.88,732.79,21.66,"  82,494.54 ",33.84,"  3,809.18 ",20.33,24.24,2.45%,1.00,11.42,4.38%,-0.09%,4.47%
1961.07,65.44,1.95,3.04,30.00,1961.54,3.92,725.91,21.59,"  81,922.37 ",33.69,"  3,801.52 ",20.15,24.00,2.52%,0.99,11.35,4.38%,-0.14%,4.52%
1961.08,67.79,1.95,3.04,29.90,1961.62,4.04,754.50,21.74,"  85,352.55 ",33.87,"  3,831.77 ",20.94,24.93,2.18%,1.01,11.31,3.77%,0.03%,3.74%
1961.09,67.26,1.96,3.05,30.00,1961.71,3.98,746.10,21.74,"  84,607.92 ",33.83,"  3,836.67 ",20.71,24.63,2.25%,1.01,11.37,4.11%,0.35%,3.76%
1961.1,68.00,1.98,3.10,30.00,1961.79,3.92,754.31,21.96,"  85,746.34 ",34.35,"  3,904.83 ",20.92,24.87,2.22%,1.00,11.46,3.75%,0.45%,3.30%
1961.11,71.08,2.00,3.14,30.00,1961.87,3.94,788.48,22.19,"  89,840.31 ",34.87,"  3,972.96 ",21.86,25.96,1.92%,0.99,11.48,2.81%,0.58%,2.23%
1961.12,71.74,2.02,3.19,30.00,1961.96,4.06,795.80,22.41,"  90,887.27 ",35.39,"  4,041.40 ",22.04,26.16,1.73%,1.00,11.40,3.35%,0.55%,2.80%
1962.01,69.07,2.03,3.25,30.00,1962.04,4.08,766.18,22.48,"  87,718.61 ",36.05,"  4,127.49 ",21.20,25.14,1.89%,1.01,11.42,4.17%,0.57%,3.60%
1962.02,70.22,2.03,3.31,30.10,1962.12,4.04,776.35,22.48,"  89,097.31 ",36.60,"  4,199.83 ",21.45,25.43,1.98%,1.01,11.46,4.17%,0.44%,3.73%
1962.03,70.29,2.04,3.37,30.10,1962.21,3.93,777.12,22.55,"  89,401.83 ",37.26,"  4,286.30 ",21.44,25.40,2.09%,1.01,11.60,4.38%,0.35%,4.03%
1962.04,68.05,2.05,3.40,30.20,1962.29,3.84,749.87,22.55,"  86,482.39 ",37.50,"  4,325.17 ",20.66,24.46,2.35%,1.00,11.69,4.83%,0.21%,4.62%
1962.05,62.99,2.05,3.44,30.20,1962.37,3.87,694.11,22.63,"  80,269.27 ",37.87,"  4,379.41 ",19.09,22.59,2.72%,1.00,11.70,5.51%,0.28%,5.23%
1962.06,55.63,2.06,3.47,30.20,1962.46,3.91,613.01,22.70,"  71,109.05 ",38.24,"  4,435.53 ",16.83,19.92,3.35%,1.00,11.70,6.83%,0.32%,6.51%
1962.07,56.97,2.07,3.49,30.30,1962.54,4.01,625.70,22.70,"  72,800.98 ",38.33,"  4,459.81 ",17.14,20.29,3.10%,1.01,11.60,6.47%,0.41%,6.07%
1962.08,58.52,2.07,3.51,30.30,1962.62,3.98,642.72,22.77,"  75,002.49 ",38.55,"  4,498.61 ",17.57,20.80,2.98%,1.00,11.67,6.52%,0.30%,6.22%
1962.09,58.00,2.08,3.53,30.40,1962.71,3.98,634.92,22.77,"  74,312.93 ",38.64,"  4,522.84 ",17.32,20.50,3.10%,1.01,11.67,6.47%,0.08%,6.39%
1962.1,56.17,2.10,3.58,30.40,1962.79,3.93,614.88,22.95,"  72,192.09 ",39.15,"  4,596.89 ",16.74,19.82,3.35%,1.00,11.75,6.77%,0.06%,6.71%
1962.11,60.04,2.11,3.62,30.40,1962.87,3.92,657.25,23.13,"  77,392.33 ",39.66,"  4,670.52 ",17.85,21.13,2.99%,1.01,11.80,6.55%,0.20%,6.35%
1962.12,62.64,2.13,3.67,30.40,1962.96,3.86,685.71,23.32,"  80,972.56 ",40.17,"  4,744.08 ",18.59,22.00,2.83%,1.01,11.90,6.29%,0.09%,6.20%
1963.01,65.06,2.14,3.68,30.40,1963.04,3.83,712.20,23.39,"  84,330.98 ",40.32,"  4,774.34 ",19.26,22.79,2.71%,1.00,11.97,5.94%,-0.01%,5.95%
1963.02,65.92,2.14,3.70,30.40,1963.12,3.92,721.62,23.46,"  85,677.23 ",40.47,"  4,804.62 ",19.47,23.03,2.60%,1.00,11.92,5.34%,-0.12%,5.46%
1963.03,65.67,2.15,3.71,30.50,1963.21,3.93,716.52,23.46,"  85,304.56 ",40.48,"  4,819.25 ",19.29,22.81,2.63%,1.00,11.91,5.14%,-0.20%,5.34%
