Date,S&P Comp. P,Dividend D,Earnings E,Price Index CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Total Return Price,Real Earnings,TR Scaled Earnings,Ratio P/E10 or CAPE,Ratio TR P/E10 or TR CAPE,Excess CAPE Yield,Total Bond Returns,Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds Real Return,Real 10 Year Excess Annualized Returns
1963.04,68.76,2.17,3.75,30.50,1963.29,3.97,750.24,23.64,"  89,552.97 ",40.95,"  4,888.33 ",20.15,23.82,2.37%,1.01,11.91,4.39%,-0.18%,4.57%
1963.05,70.14,2.18,3.80,30.50,1963.37,3.93,765.29,23.82,"  91,587.25 ",41.43,"  4,957.61 ",20.51,24.23,2.29%,1.00,11.98,3.81%,-0.39%,4.20%
1963.06,70.11,2.20,3.84,30.60,1963.46,3.99,762.47,23.93,"  91,487.51 ",41.76,"  5,010.87 ",20.38,24.08,2.25%,1.00,11.93,3.55%,-0.39%,3.93%
1963.07,69.07,2.20,3.88,30.70,1963.54,4.02,748.71,23.88,"  90,075.63 ",42.06,"  5,059.99 ",19.97,23.58,2.36%,1.00,11.90,3.81%,-0.49%,4.30%
1963.08,70.98,2.21,3.92,30.70,1963.62,4.00,769.41,23.92,"  92,806.31 ",42.49,"  5,125.40 ",20.47,24.16,2.21%,1.00,11.96,3.14%,-0.85%,3.99%
1963.09,72.85,2.21,3.96,30.70,1963.71,4.08,789.68,23.96,"  95,492.13 ",42.93,"  5,190.79 ",20.96,24.73,2.02%,1.00,11.92,3.03%,-0.56%,3.59%
1963.1,73.03,2.23,3.98,30.80,1963.79,4.11,789.07,24.13,"  95,660.44 ",43.00,"  5,213.32 ",20.89,24.63,2.00%,1.00,11.89,3.35%,-0.36%,3.71%
1963.11,72.62,2.26,4.00,30.80,1963.87,4.12,784.64,24.38,"  95,369.72 ",43.22,"  5,253.08 ",20.72,24.42,2.07%,1.00,11.92,2.58%,-0.35%,2.93%
1963.12,74.17,2.28,4.02,30.90,1963.96,4.13,798.79,24.55,"  97,338.77 ",43.29,"  5,275.74 ",21.04,24.79,2.02%,1.00,11.92,1.59%,-0.36%,1.95%
1964.01,76.45,2.30,4.07,30.90,1964.04,4.17,823.34,24.73,"  100,582.16 ",43.87,"  5,359.11 ",21.63,25.47,1.85%,1.01,11.92,1.34%,-0.57%,1.91%
1964.02,77.39,2.31,4.13,30.90,1964.12,4.15,833.47,24.91,"  102,072.51 ",44.44,"  5,442.82 ",21.83,25.70,1.83%,1.00,11.98,0.81%,-0.67%,1.48%
1964.03,78.80,2.33,4.18,30.90,1964.21,4.22,848.65,25.09,"  104,188.30 ",45.02,"  5,526.74 ",22.17,26.08,1.69%,1.00,11.95,0.93%,-0.89%,1.82%
1964.04,79.94,2.35,4.23,30.90,1964.29,4.23,860.93,25.27,"  105,954.16 ",45.56,"  5,606.53 ",22.42,26.37,1.66%,1.01,11.98,0.22%,-1.11%,1.33%
1964.05,80.72,2.36,4.28,30.90,1964.37,4.20,869.33,25.45,"  107,249.02 ",46.09,"  5,686.64 ",22.57,26.54,1.63%,1.01,12.06,-0.30%,-1.28%,0.98%
1964.06,80.24,2.38,4.33,31.00,1964.46,4.17,861.37,25.55,"  106,530.02 ",46.48,"  5,748.69 ",22.30,26.20,1.74%,1.00,12.09,-0.27%,-1.29%,1.02%
1964.07,83.22,2.40,4.38,31.10,1964.54,4.19,890.49,25.68,"  110,395.81 ",46.83,"  5,805.89 ",22.98,26.99,1.62%,1.00,12.07,-1.89%,-1.48%,-0.41%
1964.08,82.00,2.42,4.42,31.00,1964.62,4.19,880.27,25.98,"  109,396.69 ",47.48,"  5,901.19 ",22.65,26.58,1.65%,1.00,12.15,-2.30%,-1.76%,-0.54%
1964.09,83.41,2.44,4.47,31.10,1964.71,4.20,892.52,26.11,"  111,190.37 ",47.83,"  5,958.77 ",22.89,26.85,1.67%,1.00,12.15,-3.60%,-1.81%,-1.79%
1964.1,84.85,2.46,4.50,31.10,1964.79,4.19,907.93,26.32,"  113,383.25 ",48.12,"  6,008.80 ",23.21,27.21,1.62%,1.01,12.20,-3.65%,-1.79%,-1.87%
1964.11,85.44,2.48,4.52,31.20,1964.87,4.15,911.32,26.45,"  114,081.00 ",48.25,"  6,039.63 ",23.23,27.21,1.69%,1.00,12.24,-3.43%,-1.68%,-1.75%
1964.12,83.96,2.50,4.55,31.20,1964.96,4.18,895.53,26.67,"  112,383.05 ",48.53,"  6,090.32 ",22.75,26.65,1.78%,1.00,12.25,-3.97%,-1.54%,-2.43%
1965.01,86.12,2.52,4.59,31.20,1965.04,4.19,918.57,26.84,"  115,555.00 ",48.99,"  6,163.29 ",23.27,27.24,1.68%,1.00,12.29,-3.48%,-1.59%,-1.89%
1965.02,86.75,2.53,4.64,31.20,1965.12,4.21,925.29,27.02,"  116,683.59 ",49.46,"  6,236.58 ",23.37,27.34,1.64%,1.00,12.31,-2.65%,-1.55%,-1.10%
1965.03,86.83,2.55,4.68,31.30,1965.21,4.21,923.18,27.11,"  116,702.97 ",49.76,"  6,290.11 ",23.25,27.19,1.69%,1.00,12.31,-2.21%,-1.76%,-0.46%
1965.04,87.97,2.57,4.73,31.40,1965.29,4.20,932.33,27.24,"  118,145.56 ",50.16,"  6,356.96 ",23.42,27.37,1.70%,1.00,12.33,-2.23%,-2.08%,-0.15%
1965.05,89.28,2.59,4.79,31.40,1965.37,4.21,946.21,27.45,"  120,194.79 ",50.73,"  6,444.14 ",23.71,27.68,1.64%,1.00,12.36,-1.81%,-1.98%,0.17%
1965.06,85.04,2.61,4.84,31.60,1965.46,4.21,895.57,27.49,"  114,052.98 ",50.97,"  6,491.26 ",22.39,26.12,1.96%,1.00,12.33,-1.09%,-1.83%,0.74%
1965.07,84.91,2.63,4.89,31.60,1965.54,4.20,894.20,27.66,"  114,172.19 ",51.46,"  6,570.74 ",22.30,26.01,1.95%,1.00,12.38,-1.17%,-2.05%,0.88%
1965.08,86.49,2.64,4.93,31.60,1965.62,4.25,910.84,27.84,"  116,592.89 ",51.95,"  6,650.38 ",22.67,26.42,1.82%,1.00,12.37,-2.11%,-2.22%,0.12%
1965.09,89.38,2.66,4.98,31.60,1965.71,4.29,941.27,28.01,"  120,787.58 ",52.45,"  6,729.94 ",23.37,27.22,1.61%,1.00,12.38,-2.59%,-2.23%,-0.36%
1965.1,91.39,2.68,5.05,31.70,1965.79,4.35,959.40,28.13,"  123,415.13 ",53.01,"  6,819.63 ",23.78,27.67,1.51%,1.00,12.32,-2.38%,-1.98%,-0.40%
1965.11,92.15,2.70,5.12,31.70,1965.87,4.45,967.38,28.34,"  124,745.30 ",53.75,"  6,931.05 ",23.93,27.82,1.39%,0.99,12.27,-2.36%,-1.88%,-0.47%
1965.12,91.73,2.72,5.19,31.80,1965.96,4.62,959.95,28.46,"  124,092.12 ",54.31,"  7,021.02 ",23.69,27.53,1.33%,1.00,12.11,-2.46%,-1.69%,-0.76%
1966.01,93.32,2.74,5.24,31.80,1966.04,4.61,976.58,28.67,"  126,551.96 ",54.84,"  7,106.00 ",24.06,27.92,1.27%,0.99,12.17,-1.77%,-1.52%,-0.26%
1966.02,92.69,2.76,5.29,32.00,1966.12,4.83,963.93,28.70,"  125,221.96 ",55.01,"  7,146.66 ",23.70,27.48,1.18%,1.00,11.93,-1.30%,-1.33%,0.03%
1966.03,88.88,2.78,5.34,32.10,1966.21,4.87,921.43,28.82,"  120,012.68 ",55.36,"  7,210.48 ",22.61,26.20,1.37%,1.01,11.90,-0.82%,-1.22%,0.40%
1966.04,91.60,2.80,5.38,32.30,1966.29,4.75,943.75,28.81,"  123,232.32 ",55.43,"  7,237.88 ",23.11,26.76,1.42%,1.00,11.99,-1.01%,-1.15%,0.14%
1966.05,86.78,2.81,5.42,32.30,1966.37,4.78,894.09,28.99,"  117,063.23 ",55.84,"  7,311.39 ",21.85,25.28,1.60%,1.00,12.01,-0.61%,-1.40%,0.79%
1966.06,86.06,2.83,5.46,32.40,1966.46,4.81,883.93,29.07,"  116,050.81 ",56.08,"  7,362.74 ",21.56,24.93,1.59%,0.99,11.99,-0.49%,-1.35%,0.86%
1966.07,85.84,2.85,5.48,32.50,1966.54,5.02,878.96,29.18,"  115,717.26 ",56.08,"  7,382.87 ",21.38,24.71,1.38%,0.99,11.80,-0.25%,-1.16%,0.92%
1966.08,80.65,2.87,5.49,32.70,1966.62,5.22,820.77,29.21,"  108,376.32 ",55.90,"  7,381.86 ",19.91,23.01,1.62%,1.01,11.60,0.30%,-0.94%,1.24%
1966.09,77.81,2.89,5.51,32.70,1966.71,5.18,791.86,29.41,"  104,883.60 ",56.07,"  7,427.18 ",19.16,22.14,1.82%,1.02,11.68,0.84%,-0.86%,1.69%
1966.1,77.13,2.88,5.52,32.90,1966.79,5.01,780.17,29.16,"  103,656.89 ",55.87,"  7,422.94 ",18.83,21.75,2.11%,0.99,11.82,0.59%,-0.84%,1.42%
1966.11,80.99,2.88,5.54,32.90,1966.87,5.16,819.22,29.10,"  109,166.61 ",56.00,"  7,462.89 ",19.71,22.77,1.72%,1.03,11.73,0.01%,-0.63%,0.65%
1966.12,81.33,2.87,5.55,32.90,1966.96,4.84,822.65,29.03,"  109,947.27 ",56.14,"  7,502.86 ",19.74,22.79,2.00%,1.02,12.08,0.28%,-0.60%,0.88%
1967.01,84.45,2.88,5.52,32.90,1967.04,4.58,854.21,29.13,"  114,489.54 ",55.80,"  7,478.99 ",20.43,23.59,2.09%,1.00,12.37,-0.23%,-1.08%,0.85%
1967.02,87.36,2.89,5.48,32.90,1967.12,4.63,883.65,29.23,"  118,761.15 ",55.46,"  7,454.29 ",21.07,24.32,1.85%,1.01,12.37,-0.93%,-1.24%,0.31%
1967.03,89.42,2.90,5.45,33.00,1967.21,4.54,901.74,29.24,"  121,520.77 ",54.96,"  7,406.49 ",21.44,24.74,1.85%,1.00,12.47,-1.23%,-1.38%,0.14%
1967.04,90.96,2.90,5.41,33.10,1967.29,4.59,914.50,29.16,"  123,567.59 ",54.39,"  7,349.39 ",21.69,25.01,1.75%,0.98,12.43,-1.60%,-1.31%,-0.29%
1967.05,92.59,2.90,5.37,33.20,1967.37,4.85,928.09,29.07,"  125,730.37 ",53.83,"  7,292.06 ",21.95,25.30,1.42%,0.99,12.19,-1.81%,-1.16%,-0.65%
1967.06,91.43,2.90,5.33,33.30,1967.46,5.02,913.71,28.98,"  124,109.51 ",53.27,"  7,235.08 ",21.55,24.84,1.33%,0.99,12.04,-1.66%,-0.92%,-0.74%
1967.07,93.01,2.91,5.32,33.40,1967.54,5.16,926.71,28.96,"  126,204.06 ",53.01,"  7,218.64 ",21.80,25.12,1.10%,1.00,11.92,-1.75%,-0.85%,-0.90%
1967.08,94.49,2.91,5.31,33.50,1967.62,5.28,938.65,28.94,"  128,157.96 ",52.75,"  7,202.02 ",22.03,25.37,0.96%,1.00,11.83,-2.14%,-0.79%,-1.35%
1967.09,95.81,2.92,5.30,33.60,1967.71,5.30,948.93,28.92,"  129,890.60 ",52.49,"  7,185.26 ",22.22,25.58,0.93%,0.99,11.83,-2.41%,-0.72%,-1.70%
1967.1,95.66,2.92,5.31,33.70,1967.79,5.48,944.63,28.83,"  129,631.32 ",52.44,"  7,195.72 ",22.07,25.40,0.81%,0.98,11.68,-2.64%,-0.69%,-1.95%
1967.11,92.66,2.92,5.32,33.80,1967.87,5.75,912.30,28.75,"  125,523.22 ",52.38,"  7,206.82 ",21.26,24.46,0.71%,1.01,11.46,-2.28%,-0.53%,-1.75%
1967.12,95.30,2.92,5.33,33.90,1967.96,5.70,935.53,28.66,"  129,047.37 ",52.32,"  7,217.44 ",21.75,25.02,0.68%,1.02,11.53,-2.59%,-0.63%,-1.96%
1968.01,95.04,2.93,5.37,34.10,1968.04,5.53,927.50,28.59,"  128,269.18 ",52.37,"  7,243.04 ",21.51,24.74,0.89%,1.00,11.66,-2.93%,-0.93%,-2.00%
1968.02,90.75,2.94,5.40,34.20,1968.12,5.56,883.05,28.61,"  122,450.82 ",52.58,"  7,290.82 ",20.42,23.49,1.14%,0.99,11.66,-2.63%,-0.97%,-1.66%
1968.03,89.09,2.95,5.44,34.30,1968.21,5.74,864.37,28.62,"  120,191.22 ",52.78,"  7,339.10 ",19.93,22.92,1.04%,1.01,11.52,-2.50%,-0.87%,-1.63%
1968.04,95.67,2.96,5.48,34.40,1968.29,5.64,925.51,28.67,"  129,025.28 ",53.05,"  7,395.09 ",21.28,24.47,0.82%,0.99,11.63,-2.81%,-1.05%,-1.76%
1968.05,97.87,2.98,5.53,34.50,1968.37,5.87,944.05,28.71,"  131,943.29 ",53.31,"  7,450.77 ",21.63,24.87,0.54%,1.02,11.45,-2.60%,-1.05%,-1.54%
1968.06,100.50,2.99,5.57,34.70,1968.46,5.72,963.83,28.68,"  135,041.98 ",53.42,"  7,484.42 ",22.00,25.30,0.67%,1.02,11.57,-2.86%,-1.27%,-1.59%
1968.07,100.30,3.00,5.60,34.90,1968.54,5.50,956.40,28.64,"  134,335.27 ",53.40,"  7,500.27 ",21.75,25.01,0.97%,1.01,11.75,-2.89%,-1.54%,-1.35%
1968.08,98.11,3.02,5.63,35.00,1968.62,5.42,932.84,28.68,"  131,362.43 ",53.53,"  7,538.18 ",21.14,24.30,1.24%,1.00,11.84,-2.03%,-1.45%,-0.58%
1968.09,101.30,3.03,5.66,35.10,1968.71,5.46,960.43,28.73,"  135,584.31 ",53.66,"  7,575.59 ",21.68,24.92,1.12%,1.00,11.82,-2.37%,-1.44%,-0.93%
1968.1,103.80,3.04,5.69,35.30,1968.79,5.58,978.55,28.69,"  138,480.80 ",53.67,"  7,595.54 ",22.00,25.29,0.99%,1.00,11.70,-2.94%,-1.51%,-1.43%
1968.11,105.40,3.06,5.73,35.40,1968.87,5.70,990.83,28.73,"  140,557.03 ",53.83,"  7,636.85 ",22.20,25.51,0.82%,0.98,11.62,-3.66%,-1.52%,-2.15%
1968.12,106.50,3.07,5.76,35.50,1968.96,6.03,998.35,28.78,"  141,964.08 ",54.00,"  7,678.06 ",22.28,25.60,0.54%,1.00,11.35,-3.62%,-1.39%,-2.23%
1969.01,102.00,3.08,5.78,35.60,1969.04,6.04,953.48,28.79,"  135,924.85 ",54.03,"  7,702.41 ",21.19,24.36,0.75%,0.99,11.37,-2.89%,-1.48%,-1.41%
1969.02,101.50,3.09,5.80,35.80,1969.12,6.19,943.51,28.72,"  134,844.14 ",53.91,"  7,705.38 ",20.90,24.02,0.76%,1.00,11.24,-3.03%,-1.40%,-1.62%
1969.03,99.30,3.10,5.82,36.10,1969.21,6.30,915.39,28.58,"  131,165.46 ",53.65,"  7,687.64 ",20.20,23.22,0.90%,1.01,11.11,-2.63%,-1.33%,-1.30%
1969.04,101.30,3.11,5.83,36.30,1969.29,6.17,928.68,28.51,"  133,410.48 ",53.42,"  7,673.63 ",20.43,23.48,1.00%,0.99,11.22,-2.67%,-1.50%,-1.17%
1969.05,104.60,3.12,5.83,36.40,1969.37,6.32,956.30,28.52,"  137,719.55 ",53.33,"  7,680.34 ",20.97,24.11,0.75%,0.99,11.12,-3.29%,-1.51%,-1.78%
1969.06,99.14,3.13,5.84,36.60,1969.46,6.57,901.43,28.46,"  130,159.01 ",53.10,"  7,667.22 ",19.71,22.66,0.82%,0.99,10.92,-2.62%,-1.14%,-1.47%
1969.07,94.71,3.14,5.86,36.80,1969.54,6.72,856.47,28.37,"  124,008.48 ",52.96,"  7,668.43 ",18.68,21.48,0.97%,1.01,10.80,-2.11%,-1.10%,-1.02%
1969.08,94.18,3.14,5.87,37.00,1969.62,6.69,847.07,28.27,"  122,989.08 ",52.83,"  7,669.95 ",18.43,21.19,1.13%,0.97,10.82,-1.64%,-1.19%,-0.45%
1969.09,94.51,3.15,5.89,37.10,1969.71,7.16,847.75,28.26,"  123,429.23 ",52.83,"  7,692.29 ",18.40,21.16,0.66%,1.01,10.49,-1.63%,-1.11%,-0.52%
1969.1,95.52,3.15,5.85,37.30,1969.79,7.10,852.21,28.13,"  124,420.73 ",52.22,"  7,624.33 ",18.45,21.22,0.73%,1.00,10.55,-2.13%,-1.77%,-0.36%
1969.11,96.21,3.16,5.82,37.50,1969.87,7.14,853.79,28.01,"  124,991.95 ",51.62,"  7,556.77 ",18.44,21.22,0.75%,0.97,10.52,-2.29%,-1.96%,-0.33%
1969.12,91.11,3.16,5.78,37.70,1969.96,7.65,804.24,27.89,"  118,078.61 ",51.02,"  7,490.88 ",17.33,19.95,0.64%,1.00,10.16,-1.41%,-1.48%,0.06%
1970.01,90.31,3.16,5.73,37.80,1970.04,7.79,795.07,27.85,"  117,072.91 ",50.45,"  7,428.06 ",17.09,19.68,0.64%,1.05,10.10,-1.15%,-1.72%,0.57%
1970.02,87.16,3.17,5.68,38.00,1970.12,7.24,763.30,27.73,"  112,735.03 ",49.74,"  7,346.66 ",16.37,18.87,1.47%,1.02,10.50,-0.49%,-3.08%,2.59%
1970.03,88.65,3.17,5.63,38.20,1970.21,7.07,772.29,27.62,"  114,401.80 ",49.05,"  7,265.45 ",16.53,19.06,1.63%,0.98,10.63,-1.69%,-3.43%,1.75%
1970.04,85.95,3.17,5.59,38.50,1970.29,7.39,742.93,27.43,"  110,391.79 ",48.35,"  7,183.92 ",15.87,18.31,1.61%,0.97,10.38,-1.56%,-2.50%,0.94%
1970.05,76.06,3.18,5.56,38.60,1970.37,7.91,655.74,27.39,"  97,775.39 ",47.91,"  7,143.12 ",13.98,16.15,1.97%,1.01,10.04,0.03%,-1.43%,1.47%
1970.06,75.59,3.18,5.52,38.80,1970.46,7.84,648.33,27.27,"  97,009.22 ",47.34,"  7,084.15 ",13.80,15.96,2.15%,1.03,10.11,0.67%,-1.28%,1.94%
1970.07,75.72,3.18,5.47,39.00,1970.54,7.46,646.11,27.16,"  97,016.42 ",46.65,"  7,004.18 ",13.73,15.89,2.62%,1.00,10.39,1.16%,-1.76%,2.91%
1970.08,77.92,3.19,5.41,39.00,1970.62,7.53,664.89,27.19,"  100,175.42 ",46.19,"  6,959.48 ",14.10,16.34,2.36%,1.02,10.40,1.11%,-2.26%,3.37%
1970.09,82.58,3.19,5.36,39.20,1970.71,7.39,701.05,27.08,"  105,964.76 ",45.50,"  6,877.83 ",14.84,17.22,2.20%,1.01,10.51,0.74%,-2.60%,3.34%
1970.1,84.37,3.17,5.28,39.40,1970.79,7.33,712.61,26.80,"  108,049.70 ",44.62,"  6,766.18 ",15.06,17.49,2.14%,1.04,10.57,0.78%,-2.78%,3.56%
1970.11,84.28,3.16,5.21,39.60,1970.87,6.84,708.26,26.53,"  107,724.50 ",43.75,"  6,655.03 ",14.95,17.37,2.73%,1.04,10.95,1.18%,-3.63%,4.81%
1970.12,90.05,3.14,5.13,39.80,1970.96,6.39,752.94,26.25,"  114,853.95 ",42.89,"  6,543.04 ",15.87,18.45,2.85%,1.02,11.32,0.32%,-4.02%,4.33%
1971.01,93.49,3.13,5.16,39.80,1971.04,6.24,781.71,26.17,"  119,574.16 ",43.14,"  6,599.67 ",16.46,19.15,2.77%,1.01,11.50,-0.17%,-4.01%,3.84%
1971.02,97.11,3.12,5.19,39.90,1971.12,6.11,809.94,26.02,"  124,224.58 ",43.29,"  6,639.13 ",17.03,19.82,2.72%,1.04,11.64,-0.96%,-4.45%,3.49%
1971.03,99.60,3.11,5.22,40.00,1971.21,5.70,828.63,25.87,"  127,422.00 ",43.43,"  6,678.14 ",17.40,20.26,3.03%,0.99,12.03,-0.88%,-4.69%,3.82%
1971.04,103.00,3.11,5.25,40.10,1971.29,5.83,854.78,25.78,"  131,773.52 ",43.60,"  6,720.87 ",17.92,20.88,2.76%,0.96,11.94,-1.15%,-4.87%,3.72%
1971.05,101.60,3.10,5.29,40.30,1971.37,6.39,838.98,25.63,"  129,666.57 ",43.66,"  6,747.09 ",17.56,20.46,2.37%,1.00,11.46,-1.23%,-4.65%,3.42%
1971.06,99.72,3.10,5.32,40.60,1971.46,6.52,817.37,25.41,"  126,654.09 ",43.61,"  6,756.92 ",17.08,19.91,2.47%,0.99,11.32,-1.00%,-4.19%,3.20%
1971.07,99.00,3.10,5.36,40.70,1971.54,6.73,809.47,25.32,"  125,757.62 ",43.80,"  6,804.47 ",16.89,19.69,2.29%,1.02,11.19,-1.24%,-4.49%,3.25%
1971.08,97.24,3.09,5.39,40.80,1971.62,6.58,793.14,25.23,"  123,545.83 ",43.99,"  6,852.36 ",16.52,19.27,2.63%,1.04,11.34,-1.06%,-4.91%,3.85%
1971.09,99.40,3.09,5.43,40.80,1971.71,6.14,810.75,25.20,"  126,617.32 ",44.29,"  6,916.82 ",16.86,19.67,2.91%,1.02,11.77,-2.25%,-5.42%,3.17%
1971.1,97.29,3.08,5.52,40.90,1971.79,5.93,791.60,25.09,"  123,953.06 ",44.91,"  7,032.80 ",16.43,19.18,3.30%,1.01,11.99,-1.89%,-5.41%,3.52%
1971.11,92.78,3.08,5.61,40.90,1971.87,5.81,754.91,25.03,"  118,533.72 ",45.65,"  7,167.21 ",15.64,18.27,3.73%,1.00,12.16,-1.19%,-4.59%,3.40%
1971.12,99.17,3.07,5.70,41.10,1971.96,5.93,802.97,24.86,"  126,406.17 ",46.15,"  7,265.45 ",16.60,19.41,3.29%,1.00,12.05,-1.74%,-4.60%,2.86%
1972.01,103.30,3.07,5.74,41.10,1972.04,5.95,836.41,24.86,"  131,996.53 ",46.45,"  7,330.31 ",17.26,20.18,3.04%,1.00,12.09,-2.67%,-4.99%,2.32%
1972.02,105.20,3.07,5.77,41.30,1972.12,6.08,847.67,24.74,"  134,098.70 ",46.52,"  7,359.28 ",17.46,20.42,2.86%,1.01,11.98,-3.04%,-4.74%,1.69%
1972.03,107.70,3.07,5.81,41.40,1972.21,6.07,865.72,24.68,"  137,279.18 ",46.70,"  7,405.68 ",17.81,20.82,2.79%,1.00,12.02,-3.53%,-4.36%,0.83%
1972.04,108.80,3.07,5.86,41.50,1972.29,6.19,872.46,24.62,"  138,672.42 ",47.02,"  7,473.18 ",17.92,20.95,2.62%,1.01,11.94,-3.15%,-4.24%,1.08%
1972.05,107.70,3.07,5.92,41.60,1972.37,6.13,861.56,24.56,"  137,265.72 ",47.33,"  7,540.91 ",17.66,20.65,2.79%,1.01,12.03,-3.09%,-4.16%,1.07%
1972.06,108.00,3.07,5.97,41.70,1972.46,6.11,861.89,24.50,"  137,643.27 ",47.64,"  7,608.61 ",17.64,20.63,2.84%,1.01,12.08,-3.76%,-4.55%,0.80%
1972.07,107.20,3.07,6.03,41.90,1972.54,6.11,851.42,24.41,"  136,296.39 ",47.87,"  7,662.44 ",17.40,20.35,2.93%,1.00,12.08,-3.69%,-4.32%,0.63%
1972.08,111.00,3.08,6.08,42.00,1972.62,6.21,879.50,24.38,"  141,116.98 ",48.20,"  7,733.88 ",17.94,20.98,2.68%,0.98,12.02,-3.97%,-3.72%,-0.24%
1972.09,109.40,3.08,6.14,42.10,1972.71,6.55,864.76,24.35,"  139,078.03 ",48.53,"  7,805.66 ",17.61,20.60,2.44%,1.01,11.76,-2.74%,-3.04%,0.30%
1972.1,109.60,3.10,6.23,42.30,1972.79,6.48,862.25,24.41,"  139,000.72 ",49.04,"  7,905.45 ",17.53,20.50,2.58%,1.02,11.83,-1.94%,-2.23%,0.29%
1972.11,115.10,3.13,6.33,42.40,1972.87,6.28,903.38,24.54,"  145,961.51 ",49.66,"  8,023.03 ",18.34,21.44,2.56%,1.00,12.04,-1.96%,-2.08%,0.12%
1972.12,117.50,3.15,6.42,42.50,1972.96,6.36,920.05,24.67,"  148,986.51 ",50.27,"  8,140.37 ",18.65,21.80,2.41%,1.00,12.00,-1.99%,-1.92%,-0.07%
1973.01,118.40,3.16,6.55,42.60,1973.04,6.46,924.92,24.66,"  150,108.04 ",51.14,"  8,299.90 ",18.71,21.87,2.32%,0.99,11.95,-1.71%,-1.76%,0.05%
1973.02,114.20,3.16,6.67,42.90,1973.12,6.64,885.87,24.54,"  144,102.66 ",51.77,"  8,420.71 ",17.89,20.91,2.45%,1.00,11.78,-1.11%,-1.70%,0.59%
1973.03,112.40,3.17,6.80,43.30,1973.21,6.71,863.86,24.36,"  140,851.38 ",52.26,"  8,521.26 ",17.41,20.35,2.60%,1.01,11.67,-0.51%,-1.40%,0.89%
1973.04,110.30,3.19,6.94,43.60,1973.29,6.67,841.88,24.32,"  137,599.24 ",53.00,"  8,661.80 ",16.94,19.79,2.87%,0.99,11.69,0.07%,-1.33%,1.40%
1973.05,107.20,3.20,7.09,43.90,1973.37,6.85,812.63,24.28,"  133,148.84 ",53.72,"  8,802.07 ",16.31,19.06,2.99%,1.00,11.53,0.77%,-1.15%,1.92%
1973.06,104.80,3.22,7.23,44.20,1973.46,6.90,789.04,24.24,"  129,615.43 ",54.44,"  8,941.98 ",15.81,18.47,3.17%,0.99,11.47,1.19%,-1.34%,2.52%
1973.07,105.80,3.24,7.38,44.30,1973.54,7.13,794.78,24.31,"  130,889.68 ",55.46,"  9,134.23 ",15.89,18.57,2.90%,0.99,11.32,1.12%,-1.47%,2.59%
1973.08,103.80,3.25,7.54,45.10,1973.62,7.40,765.92,24.01,"  126,466.97 ",55.61,"  9,182.46 ",15.28,17.85,3.07%,1.03,10.98,1.19%,-1.37%,2.56%
1973.09,105.60,3.27,7.69,45.20,1973.71,7.09,777.48,24.08,"  128,706.66 ",56.62,"  9,372.67 ",15.48,18.08,3.32%,1.03,11.26,1.29%,-1.46%,2.76%
1973.1,109.80,3.31,7.85,45.60,1973.79,6.79,801.31,24.13,"  132,984.67 ",57.26,"  9,503.52 ",15.91,18.59,3.50%,1.01,11.47,1.00%,-1.52%,2.51%
1973.11,102.00,3.34,8.00,45.90,1973.87,6.73,739.52,24.24,"  123,065.48 ",58.03,"  9,656.21 ",14.65,17.12,4.17%,1.00,11.51,1.65%,-1.56%,3.21%
1973.12,94.78,3.38,8.16,46.20,1973.96,6.74,682.71,24.35,"  113,949.44 ",58.78,"  9,810.38 ",13.49,15.77,4.78%,0.99,11.49,2.41%,-1.54%,3.95%
1974.01,96.11,3.40,8.23,46.60,1974.04,6.99,686.35,24.28,"  114,894.32 ",58.75,"  9,834.54 ",13.53,15.82,4.59%,1.01,11.25,2.42%,-1.20%,3.62%
1974.02,93.45,3.42,8.29,47.20,1974.12,6.96,658.87,24.11,"  110,630.70 ",58.47,"  9,818.05 ",12.96,15.15,5.09%,0.99,11.20,2.22%,-1.20%,3.43%
1974.03,97.44,3.44,8.36,47.80,1974.21,7.21,678.38,23.95,"  114,241.41 ",58.20,"  9,801.50 ",13.31,15.57,4.76%,0.99,10.93,1.92%,-1.15%,3.08%
1974.04,92.46,3.46,8.49,48.00,1974.29,7.51,641.03,23.99,"  108,287.68 ",58.84,"  9,939.45 ",12.55,14.69,4.96%,1.00,10.72,2.47%,-1.08%,3.55%
1974.05,89.67,3.48,8.61,48.60,1974.37,7.58,614.01,23.83,"  104,058.98 ",58.98,"  9,995.48 ",12.00,14.05,5.39%,1.01,10.60,2.82%,-1.33%,4.15%
1974.06,89.79,3.50,8.74,49.00,1974.46,7.54,609.81,23.77,"  103,683.35 ",59.36,"  10,092.35 ",11.89,13.93,5.56%,0.99,10.61,2.64%,-1.33%,3.97%
1974.07,79.31,3.53,8.86,49.40,1974.54,7.81,534.27,23.78,"  91,177.14 ",59.71,"  10,189.55 ",10.39,12.19,6.55%,0.99,10.40,3.83%,-0.95%,4.78%
1974.08,76.03,3.56,8.99,50.00,1974.62,8.04,506.03,23.69,"  86,694.44 ",59.81,"  10,247.20 ",9.82,11.53,7.04%,1.01,10.18,5.24%,-0.32%,5.56%
